,El-array,xA (m),xB (m),xM (m),xN (m),Rho (Ohm.m),Dev. Rho (%),VMN (mV),IAB (mA),Coef. k (m),Stack,Name,Date,Gapfiller
,Mixed / non conventional,111.00,105.00,115.50,99.00,0.90,0.00,70.567,2339.620,29.87,0,,1/28/2024 5:29:25 PM,0
,Mixed / non conventional,111.00,105.00,99.00,117.00,0.92,0.00,-56.857,2339.620,-37.70,0,,1/28/2024 5:29:25 PM,0
,Mixed / non conventional,112.00,106.00,109.00,107.50,0.65,0.00,108.379,2352.813,14.14,0,,1/28/2024 5:29:28 PM,0
,Mixed / non conventional,112.00,106.00,107.50,110.50,0.60,0.00,-199.943,2352.813,-7.07,0,,1/28/2024 5:29:28 PM,0
,Mixed / non conventional,112.00,106.00,110.50,104.50,0.61,0.00,222.882,2352.813,6.43,0,,1/28/2024 5:29:28 PM,0
,Mixed / non conventional,112.00,106.00,104.50,113.50,0.60,0.00,-238.952,2352.813,-5.89,0,,1/28/2024 5:29:28 PM,0
,Mixed / non conventional,112.00,106.00,113.50,103.00,0.61,0.00,173.923,2352.813,8.32,0,,1/28/2024 5:29:28 PM,0
,Mixed / non conventional,112.00,106.00,103.00,115.00,0.81,0.00,-134.107,2352.813,-14.14,0,,1/28/2024 5:29:28 PM,0
,Mixed / non conventional,112.00,106.00,115.00,101.50,0.83,0.00,108.100,2352.813,17.99,0,,1/28/2024 5:29:28 PM,0
,Mixed / non conventional,112.00,106.00,101.50,116.50,0.86,0.00,-81.709,2352.813,-24.74,0,,1/28/2024 5:29:28 PM,0
,Mixed / non conventional,112.00,106.00,116.50,100.00,0.88,0.00,69.084,2352.813,29.87,0,,1/28/2024 5:29:28 PM,0
,Mixed / non conventional,112.00,106.00,100.00,118.00,0.89,0.00,-55.608,2352.813,-37.70,0,,1/28/2024 5:29:28 PM,0
,Mixed / non conventional,113.00,107.00,110.00,108.50,0.64,0.00,107.430,2356.340,14.14,0,,1/28/2024 5:29:30 PM,0
,Mixed / non conventional,113.00,107.00,108.50,111.50,0.59,0.00,-198.249,2356.340,-7.07,0,,1/28/2024 5:29:30 PM,0
,Mixed / non conventional,113.00,107.00,111.50,105.50,0.60,0.00,220.249,2356.340,6.43,0,,1/28/2024 5:29:30 PM,0
,Mixed / non conventional,113.00,107.00,105.50,114.50,0.60,0.00,-240.764,2356.340,-5.89,0,,1/28/2024 5:29:30 PM,0
,Mixed / non conventional,113.00,107.00,114.50,104.00,0.63,0.00,177.376,2356.340,8.32,0,,1/28/2024 5:29:30 PM,0
,Mixed / non conventional,113.00,107.00,104.00,116.00,0.80,0.00,-133.000,2356.340,-14.14,0,,1/28/2024 5:29:30 PM,0
,Mixed / non conventional,113.00,107.00,116.00,102.50,0.82,0.00,107.704,2356.340,17.99,0,,1/28/2024 5:29:30 PM,0
,Mixed / non conventional,113.00,107.00,102.50,117.50,0.85,0.00,-81.361,2356.340,-24.74,0,,1/28/2024 5:29:30 PM,0
,Mixed / non conventional,113.00,107.00,117.50,101.00,0.87,0.00,68.488,2356.340,29.87,0,,1/28/2024 5:29:30 PM,0
,Mixed / non conventional,113.00,107.00,101.00,119.00,0.89,0.00,-55.417,2356.340,-37.70,0,,1/28/2024 5:29:30 PM,0
,Mixed / non conventional,114.00,108.00,111.00,109.50,0.64,0.00,106.830,2348.605,14.14,0,,1/28/2024 5:29:32 PM,0
,Mixed / non conventional,114.00,108.00,109.50,112.50,0.59,0.00,-196.699,2348.605,-7.07,0,,1/28/2024 5:29:32 PM,0
,Mixed / non conventional,114.00,108.00,112.50,106.50,0.60,0.00,218.135,2348.605,6.43,0,,1/28/2024 5:29:32 PM,0
,Mixed / non conventional,114.00,108.00,106.50,115.50,0.57,0.00,-228.348,2348.605,-5.89,0,,1/28/2024 5:29:32 PM,0
,Mixed / non conventional,114.00,108.00,115.50,105.00,0.59,0.00,166.115,2348.605,8.32,0,,1/28/2024 5:29:32 PM,0
,Mixed / non conventional,114.00,108.00,105.00,117.00,0.80,0.00,-132.432,2348.605,-14.14,0,,1/28/2024 5:29:32 PM,0
,Mixed / non conventional,114.00,108.00,117.00,103.50,0.82,0.00,107.656,2348.605,17.99,0,,1/28/2024 5:29:32 PM,0
,Mixed / non conventional,114.00,108.00,103.50,118.50,0.86,0.00,-82.105,2348.605,-24.74,0,,1/28/2024 5:29:32 PM,0
,Mixed / non conventional,114.00,108.00,118.50,102.00,0.88,0.00,69.327,2348.605,29.87,0,,1/28/2024 5:29:32 PM,0
,Mixed / non conventional,114.00,108.00,102.00,120.00,0.90,0.00,-56.323,2348.605,-37.70,0,,1/28/2024 5:29:32 PM,0
,Mixed / non conventional,115.00,109.00,112.00,110.50,0.63,0.00,106.095,2376.256,14.14,0,,1/28/2024 5:29:34 PM,0
,Mixed / non conventional,115.00,109.00,110.50,113.50,0.58,0.00,-195.416,2376.256,-7.07,0,,1/28/2024 5:29:34 PM,0
,Mixed / non conventional,115.00,109.00,113.50,107.50,0.59,0.00,217.081,2376.256,6.43,0,,1/28/2024 5:29:34 PM,0
,Mixed / non conventional,115.00,109.00,107.50,116.50,0.55,0.00,-223.444,2376.256,-5.89,0,,1/28/2024 5:29:34 PM,0
,Mixed / non conventional,115.00,109.00,116.50,106.00,0.56,0.00,161.140,2376.256,8.32,0,,1/28/2024 5:29:34 PM,0
,Mixed / non conventional,115.00,109.00,106.00,118.00,0.79,0.00,-132.790,2376.256,-14.14,0,,1/28/2024 5:29:34 PM,0
,Mixed / non conventional,115.00,109.00,118.00,104.50,0.82,0.00,108.195,2376.256,17.99,0,,1/28/2024 5:29:34 PM,0
,Mixed / non conventional,115.00,109.00,104.50,119.50,0.86,0.00,-82.920,2376.256,-24.74,0,,1/28/2024 5:29:34 PM,0
,Mixed / non conventional,115.00,109.00,119.50,103.00,0.88,0.00,70.333,2376.256,29.87,0,,1/28/2024 5:29:34 PM,0
,Mixed / non conventional,115.00,109.00,103.00,121.00,0.91,0.00,-57.444,2376.256,-37.70,0,,1/28/2024 5:29:34 PM,0
,Mixed / non conventional,116.00,110.00,113.00,111.50,0.63,0.00,104.784,2348.931,14.14,0,,1/28/2024 5:29:37 PM,0
,Mixed / non conventional,116.00,110.00,111.50,114.50,0.58,0.00,-193.717,2348.931,-7.07,0,,1/28/2024 5:29:37 PM,0
,Mixed / non conventional,116.00,110.00,114.50,108.50,0.59,0.00,216.924,2348.931,6.43,0,,1/28/2024 5:29:37 PM,0
,Mixed / non conventional,116.00,110.00,108.50,117.50,0.56,0.00,-222.824,2348.931,-5.89,0,,1/28/2024 5:29:37 PM,0
,Mixed / non conventional,116.00,110.00,117.50,107.00,0.57,0.00,160.148,2348.931,8.32,0,,1/28/2024 5:29:37 PM,0
,Mixed / non conventional,116.00,110.00,107.00,119.00,0.80,0.00,-132.547,2348.931,-14.14,0,,1/28/2024 5:29:37 PM,0
,Mixed / non conventional,116.00,110.00,119.00,105.50,0.83,0.00,107.833,2348.931,17.99,0,,1/28/2024 5:29:37 PM,0
,Mixed / non conventional,116.00,110.00,105.50,120.50,0.87,0.00,-82.796,2348.931,-24.74,0,,1/28/2024 5:29:37 PM,0
,Mixed / non conventional,116.00,110.00,120.50,104.00,0.90,0.00,70.405,2348.931,29.87,0,,1/28/2024 5:29:37 PM,0
,Mixed / non conventional,116.00,110.00,104.00,122.00,0.92,0.00,-57.429,2348.931,-37.70,0,,1/28/2024 5:29:37 PM,0
,Mixed / non conventional,117.00,111.00,114.00,112.50,0.62,0.00,103.725,2356.547,14.14,0,,1/28/2024 5:29:39 PM,0
,Mixed / non conventional,117.00,111.00,112.50,115.50,0.57,0.00,-190.879,2356.547,-7.07,0,,1/28/2024 5:29:39 PM,0
,Mixed / non conventional,117.00,111.00,115.50,109.50,0.59,0.00,215.369,2356.547,6.43,0,,1/28/2024 5:29:39 PM,0
,Mixed / non conventional,117.00,111.00,109.50,118.50,0.57,0.00,-226.669,2356.547,-5.89,0,,1/28/2024 5:29:39 PM,0
,Mixed / non conventional,117.00,111.00,118.50,108.00,0.58,0.00,164.789,2356.547,8.32,0,,1/28/2024 5:29:39 PM,0
,Mixed / non conventional,117.00,111.00,108.00,120.00,0.80,0.00,-133.386,2356.547,-14.14,0,,1/28/2024 5:29:39 PM,0
,Mixed / non conventional,117.00,111.00,120.00,106.50,0.83,0.00,108.701,2356.547,17.99,0,,1/28/2024 5:29:39 PM,0
,Mixed / non conventional,117.00,111.00,106.50,121.50,0.88,0.00,-83.435,2356.547,-24.74,0,,1/28/2024 5:29:39 PM,0
,Mixed / non conventional,117.00,111.00,121.50,105.00,0.90,0.00,71.120,2356.547,29.87,0,,1/28/2024 5:29:39 PM,0
,Mixed / non conventional,117.00,111.00,105.00,123.00,0.93,0.00,-58.259,2356.547,-37.70,0,,1/28/2024 5:29:39 PM,0
,Mixed / non conventional,118.00,112.00,115.00,113.50,0.63,0.00,105.580,2350.778,14.14,0,,1/28/2024 5:29:41 PM,0
,Mixed / non conventional,118.00,112.00,113.50,116.50,0.58,0.00,-193.288,2350.778,-7.07,0,,1/28/2024 5:29:41 PM,0
,Mixed / non conventional,118.00,112.00,116.50,110.50,0.60,0.00,217.897,2350.778,6.43,0,,1/28/2024 5:29:41 PM,0
,Mixed / non conventional,118.00,112.00,110.50,119.50,0.57,0.00,-226.211,2350.778,-5.89,0,,1/28/2024 5:29:41 PM,0
,Mixed / non conventional,118.00,112.00,119.50,109.00,0.58,0.00,163.811,2350.778,8.32,0,,1/28/2024 5:29:41 PM,0
,Mixed / non conventional,118.00,112.00,109.00,121.00,0.82,0.00,-136.010,2350.778,-14.14,0,,1/28/2024 5:29:41 PM,0
,Mixed / non conventional,118.00,112.00,121.00,107.50,0.85,0.00,111.186,2350.778,17.99,0,,1/28/2024 5:29:41 PM,0
,Mixed / non conventional,118.00,112.00,107.50,122.50,0.90,0.00,-85.171,2350.778,-24.74,0,,1/28/2024 5:29:41 PM,0
,Mixed / non conventional,118.00,112.00,122.50,106.00,0.92,0.00,72.574,2350.778,29.87,0,,1/28/2024 5:29:41 PM,0
,Mixed / non conventional,118.00,112.00,106.00,124.00,0.95,0.00,-59.356,2350.778,-37.70,0,,1/28/2024 5:29:41 PM,0
,Mixed / non conventional,119.00,113.00,116.00,114.50,0.65,0.00,108.842,2356.535,14.14,0,,1/28/2024 5:29:44 PM,0
,Mixed / non conventional,119.00,113.00,114.50,117.50,0.60,0.00,-198.383,2356.535,-7.07,0,,1/28/2024 5:29:44 PM,0
,Mixed / non conventional,119.00,113.00,117.50,111.50,0.61,0.00,222.071,2356.535,6.43,0,,1/28/2024 5:29:44 PM,0
,Mixed / non conventional,119.00,113.00,111.50,120.50,0.58,0.00,-230.814,2356.535,-5.89,0,,1/28/2024 5:29:44 PM,0
,Mixed / non conventional,119.00,113.00,120.50,110.00,0.59,0.00,166.187,2356.535,8.32,0,,1/28/2024 5:29:44 PM,0
,Mixed / non conventional,119.00,113.00,110.00,122.00,0.82,0.00,-137.388,2356.535,-14.14,0,,1/28/2024 5:29:44 PM,0
,Mixed / non conventional,119.00,113.00,122.00,108.50,0.86,0.00,112.436,2356.535,17.99,0,,1/28/2024 5:29:44 PM,0
,Mixed / non conventional,119.00,113.00,108.50,123.50,0.91,0.00,-86.306,2356.535,-24.74,0,,1/28/2024 5:29:44 PM,0
,Mixed / non conventional,119.00,113.00,123.50,107.00,0.93,0.00,73.681,2356.535,29.87,0,,1/28/2024 5:29:44 PM,0
,Mixed / non conventional,119.00,113.00,107.00,125.00,0.96,0.00,-60.028,2356.535,-37.70,0,,1/28/2024 5:29:44 PM,0
,Mixed / non conventional,120.00,114.00,117.00,115.50,0.63,0.00,104.998,2352.054,14.14,0,,1/28/2024 5:29:46 PM,0
,Mixed / non conventional,120.00,114.00,115.50,118.50,0.59,0.00,-194.938,2352.054,-7.07,0,,1/28/2024 5:29:46 PM,0
,Mixed / non conventional,120.00,114.00,118.50,112.50,0.60,0.00,220.091,2352.054,6.43,0,,1/28/2024 5:29:46 PM,0
,Mixed / non conventional,120.00,114.00,112.50,121.50,0.57,0.00,-227.432,2352.054,-5.89,0,,1/28/2024 5:29:46 PM,0
,Mixed / non conventional,120.00,114.00,121.50,111.00,0.59,0.00,165.757,2352.054,8.32,0,,1/28/2024 5:29:46 PM,0
,Mixed / non conventional,120.00,114.00,111.00,123.00,0.83,0.00,-137.508,2352.054,-14.14,0,,1/28/2024 5:29:46 PM,0
,Mixed / non conventional,120.00,114.00,123.00,109.50,0.86,0.00,112.564,2352.054,17.99,0,,1/28/2024 5:29:46 PM,0
,Mixed / non conventional,120.00,114.00,109.50,124.50,0.91,0.00,-86.640,2352.054,-24.74,0,,1/28/2024 5:29:46 PM,0
,Mixed / non conventional,120.00,114.00,124.50,108.00,0.94,0.00,73.929,2352.054,29.87,0,,1/28/2024 5:29:46 PM,0
,Mixed / non conventional,120.00,114.00,108.00,126.00,0.97,0.00,-60.334,2352.054,-37.70,0,,1/28/2024 5:29:46 PM,0
,Mixed / non conventional,121.00,115.00,118.00,116.50,0.64,0.00,105.690,2322.746,14.14,0,,1/28/2024 5:29:48 PM,0
,Mixed / non conventional,121.00,115.00,116.50,119.50,0.59,0.00,-194.643,2322.746,-7.07,0,,1/28/2024 5:29:48 PM,0
,Mixed / non conventional,121.00,115.00,119.50,113.50,0.60,0.00,215.984,2322.746,6.43,0,,1/28/2024 5:29:48 PM,0
,Mixed / non conventional,121.00,115.00,113.50,122.50,0.57,0.00,-224.179,2322.746,-5.89,0,,1/28/2024 5:29:48 PM,0
,Mixed / non conventional,121.00,115.00,122.50,112.00,0.59,0.00,164.684,2322.746,8.32,0,,1/28/2024 5:29:48 PM,0
,Mixed / non conventional,121.00,115.00,112.00,124.00,0.83,0.00,-136.000,2322.746,-14.14,0,,1/28/2024 5:29:48 PM,0
,Mixed / non conventional,121.00,115.00,124.00,110.50,0.87,0.00,111.706,2322.746,17.99,0,,1/28/2024 5:29:48 PM,0
,Mixed / non conventional,121.00,115.00,110.50,125.50,0.91,0.00,-85.729,2322.746,-24.74,0,,1/28/2024 5:29:48 PM,0
,Mixed / non conventional,121.00,115.00,125.50,109.00,0.94,0.00,73.013,2322.746,29.87,0,,1/28/2024 5:29:48 PM,0
,Mixed / non conventional,121.00,115.00,109.00,127.00,0.97,0.00,-59.881,2322.746,-37.70,0,,1/28/2024 5:29:48 PM,0
,Mixed / non conventional,122.00,116.00,119.00,117.50,0.62,0.00,104.455,2367.098,14.14,0,,1/28/2024 5:29:50 PM,0
,Mixed / non conventional,122.00,116.00,117.50,120.50,0.58,0.00,-192.630,2367.098,-7.07,0,,1/28/2024 5:29:50 PM,0
,Mixed / non conventional,122.00,116.00,120.50,114.50,0.58,0.00,214.467,2367.098,6.43,0,,1/28/2024 5:29:50 PM,0
,Mixed / non conventional,122.00,116.00,114.50,123.50,0.55,0.00,-222.094,2367.098,-5.89,0,,1/28/2024 5:29:50 PM,0
,Mixed / non conventional,122.00,116.00,123.50,113.00,0.57,0.00,162.657,2367.098,8.32,0,,1/28/2024 5:29:50 PM,0
,Mixed / non conventional,122.00,116.00,113.00,125.00,0.81,0.00,-134.860,2367.098,-14.14,0,,1/28/2024 5:29:50 PM,0
,Mixed / non conventional,122.00,116.00,125.00,111.50,0.85,0.00,111.238,2367.098,17.99,0,,1/28/2024 5:29:50 PM,0
,Mixed / non conventional,122.00,116.00,111.50,126.50,0.90,0.00,-85.744,2367.098,-24.74,0,,1/28/2024 5:29:50 PM,0
,Mixed / non conventional,122.00,116.00,126.50,110.00,0.92,0.00,73.285,2367.098,29.87,0,,1/28/2024 5:29:50 PM,0
,Mixed / non conventional,122.00,116.00,110.00,128.00,0.97,0.00,-60.758,2367.098,-37.70,0,,1/28/2024 5:29:50 PM,0
,Mixed / non conventional,123.00,117.00,120.00,118.50,0.61,0.00,101.403,2348.601,14.14,0,,1/28/2024 5:29:53 PM,0
,Mixed / non conventional,123.00,117.00,118.50,121.50,0.57,0.00,-188.489,2348.601,-7.07,0,,1/28/2024 5:29:53 PM,0
,Mixed / non conventional,123.00,117.00,121.50,115.50,0.58,0.00,210.837,2348.601,6.43,0,,1/28/2024 5:29:53 PM,0
,Mixed / non conventional,123.00,117.00,115.50,124.50,0.55,0.00,-219.962,2348.601,-5.89,0,,1/28/2024 5:29:53 PM,0
,Mixed / non conventional,123.00,117.00,124.50,114.00,0.57,0.00,161.956,2348.601,8.32,0,,1/28/2024 5:29:53 PM,0
,Mixed / non conventional,123.00,117.00,114.00,126.00,0.80,0.00,-133.563,2348.601,-14.14,0,,1/28/2024 5:29:53 PM,0
,Mixed / non conventional,123.00,117.00,126.00,112.50,0.85,0.00,110.470,2348.601,17.99,0,,1/28/2024 5:29:53 PM,0
,Mixed / non conventional,123.00,117.00,112.50,127.50,0.90,0.00,-85.853,2348.601,-24.74,0,,1/28/2024 5:29:53 PM,0
,Mixed / non conventional,123.00,117.00,127.50,111.00,0.94,0.00,73.886,2348.601,29.87,0,,1/28/2024 5:29:53 PM,0
,Mixed / non conventional,123.00,117.00,111.00,129.00,0.99,0.00,-61.683,2348.601,-37.70,0,,1/28/2024 5:29:53 PM,0
,Mixed / non conventional,124.00,118.00,121.00,119.50,0.62,0.00,102.061,2334.347,14.14,0,,1/28/2024 5:29:55 PM,0
,Mixed / non conventional,124.00,118.00,119.50,122.50,0.58,0.00,-190.097,2334.347,-7.07,0,,1/28/2024 5:29:55 PM,0
,Mixed / non conventional,124.00,118.00,122.50,116.50,0.59,0.00,212.678,2334.347,6.43,0,,1/28/2024 5:29:55 PM,0
,Mixed / non conventional,124.00,118.00,116.50,125.50,0.56,0.00,-223.511,2334.347,-5.89,0,,1/28/2024 5:29:55 PM,0
,Mixed / non conventional,124.00,118.00,125.50,115.00,0.59,0.00,164.503,2334.347,8.32,0,,1/28/2024 5:29:55 PM,0
,Mixed / non conventional,124.00,118.00,115.00,127.00,0.82,0.00,-134.646,2334.347,-14.14,0,,1/28/2024 5:29:55 PM,0
,Mixed / non conventional,124.00,118.00,127.00,113.50,0.86,0.00,111.300,2334.347,17.99,0,,1/28/2024 5:29:55 PM,0
,Mixed / non conventional,124.00,118.00,113.50,128.50,0.92,0.00,-87.188,2334.347,-24.74,0,,1/28/2024 5:29:55 PM,0
,Mixed / non conventional,124.00,118.00,128.50,112.00,0.96,0.00,75.249,2334.347,29.87,0,,1/28/2024 5:29:55 PM,0
,Mixed / non conventional,124.00,118.00,112.00,130.00,1.01,0.00,-62.795,2334.347,-37.70,0,,1/28/2024 5:29:55 PM,0
,Mixed / non conventional,125.00,119.00,122.00,120.50,0.62,0.00,105.285,2382.057,14.14,0,,1/28/2024 5:29:57 PM,0
,Mixed / non conventional,125.00,119.00,120.50,123.50,0.57,0.00,-193.579,2382.057,-7.07,0,,1/28/2024 5:29:57 PM,0
,Mixed / non conventional,125.00,119.00,123.50,117.50,0.58,0.00,216.289,2382.057,6.43,0,,1/28/2024 5:29:57 PM,0
,Mixed / non conventional,125.00,119.00,117.50,126.50,0.55,0.00,-224.227,2382.057,-5.89,0,,1/28/2024 5:29:57 PM,0
,Mixed / non conventional,125.00,119.00,126.50,116.00,0.57,0.00,163.301,2382.057,8.32,0,,1/28/2024 5:29:57 PM,0
,Mixed / non conventional,125.00,119.00,116.00,128.00,0.82,0.00,-137.412,2382.057,-14.14,0,,1/28/2024 5:29:57 PM,0
,Mixed / non conventional,125.00,119.00,128.00,114.50,0.86,0.00,113.499,2382.057,17.99,0,,1/28/2024 5:29:57 PM,0
,Mixed / non conventional,125.00,119.00,114.50,129.50,0.93,0.00,-89.277,2382.057,-24.74,0,,1/28/2024 5:29:57 PM,0
,Mixed / non conventional,125.00,119.00,129.50,113.00,0.97,0.00,77.185,2382.057,29.87,0,,1/28/2024 5:29:57 PM,0
,Mixed / non conventional,125.00,119.00,113.00,131.00,1.01,0.00,-63.720,2382.057,-37.70,0,,1/28/2024 5:29:57 PM,0
,Mixed / non conventional,126.00,120.00,123.00,121.50,0.64,0.00,105.175,2306.486,14.14,0,,1/28/2024 5:29:59 PM,0
,Mixed / non conventional,126.00,120.00,121.50,124.50,0.59,0.00,-192.620,2306.486,-7.07,0,,1/28/2024 5:29:59 PM,0
,Mixed / non conventional,126.00,120.00,124.50,118.50,0.60,0.00,216.595,2306.486,6.43,0,,1/28/2024 5:29:59 PM,0
,Mixed / non conventional,126.00,120.00,118.50,127.50,0.58,0.00,-228.868,2306.486,-5.89,0,,1/28/2024 5:29:59 PM,0
,Mixed / non conventional,126.00,120.00,127.50,117.00,0.61,0.00,167.904,2306.486,8.32,0,,1/28/2024 5:29:59 PM,0
,Mixed / non conventional,126.00,120.00,117.00,129.00,0.87,0.00,-141.376,2306.486,-14.14,0,,1/28/2024 5:29:59 PM,0
,Mixed / non conventional,126.00,120.00,129.00,115.50,0.92,0.00,117.368,2306.486,17.99,0,,1/28/2024 5:29:59 PM,0
,Mixed / non conventional,126.00,120.00,115.50,130.50,0.99,0.00,-92.096,2306.486,-24.74,0,,1/28/2024 5:29:59 PM,0
,Mixed / non conventional,126.00,120.00,130.50,114.00,1.03,0.00,79.841,2306.486,29.87,0,,1/28/2024 5:29:59 PM,0
,Mixed / non conventional,126.00,120.00,114.00,132.00,1.06,0.00,-64.702,2306.486,-37.70,0,,1/28/2024 5:29:59 PM,0
,Mixed / non conventional,127.00,121.00,124.00,122.50,0.66,0.00,110.330,2365.103,14.14,0,,1/28/2024 5:30:02 PM,0
,Mixed / non conventional,127.00,121.00,122.50,125.50,0.60,0.00,-201.140,2365.103,-7.07,0,,1/28/2024 5:30:02 PM,0
,Mixed / non conventional,127.00,121.00,125.50,119.50,0.61,0.00,226.068,2365.103,6.43,0,,1/28/2024 5:30:02 PM,0
,Mixed / non conventional,127.00,121.00,119.50,128.50,0.61,0.00,-245.205,2365.103,-5.89,0,,1/28/2024 5:30:02 PM,0
,Mixed / non conventional,127.00,121.00,128.50,118.00,0.64,0.00,182.432,2365.103,8.32,0,,1/28/2024 5:30:02 PM,0
,Mixed / non conventional,127.00,121.00,118.00,130.00,0.91,0.00,-151.904,2365.103,-14.14,0,,1/28/2024 5:30:02 PM,0
,Mixed / non conventional,127.00,121.00,130.00,116.50,0.97,0.00,127.695,2365.103,17.99,0,,1/28/2024 5:30:02 PM,0
,Mixed / non conventional,127.00,121.00,116.50,131.50,1.02,0.00,-97.093,2365.103,-24.74,0,,1/28/2024 5:30:02 PM,0
,Mixed / non conventional,127.00,121.00,131.50,115.00,1.07,0.00,84.653,2365.103,29.87,0,,1/28/2024 5:30:02 PM,0
,Mixed / non conventional,127.00,121.00,115.00,133.00,1.04,0.00,-65.065,2365.103,-37.70,0,,1/28/2024 5:30:02 PM,0
,Mixed / non conventional,128.00,122.00,125.00,123.50,0.71,0.00,115.613,2305.784,14.14,0,,1/28/2024 5:30:04 PM,0
,Mixed / non conventional,128.00,122.00,123.50,126.50,0.65,0.00,-212.245,2305.784,-7.07,0,,1/28/2024 5:30:04 PM,0
,Mixed / non conventional,128.00,122.00,126.50,120.50,0.65,0.00,234.449,2305.784,6.43,0,,1/28/2024 5:30:04 PM,0
,Mixed / non conventional,128.00,122.00,120.50,129.50,0.69,0.00,-269.480,2305.784,-5.89,0,,1/28/2024 5:30:04 PM,0
,Mixed / non conventional,128.00,122.00,129.50,119.00,0.75,0.00,207.030,2305.784,8.32,0,,1/28/2024 5:30:04 PM,0
,Mixed / non conventional,128.00,122.00,119.00,131.00,0.99,0.00,-160.715,2305.784,-14.14,0,,1/28/2024 5:30:04 PM,0
,Mixed / non conventional,128.00,122.00,131.00,117.50,1.06,0.00,136.339,2305.784,17.99,0,,1/28/2024 5:30:04 PM,0
,Mixed / non conventional,128.00,122.00,117.50,132.50,1.05,0.00,-97.656,2305.784,-24.74,0,,1/28/2024 5:30:04 PM,0
,Mixed / non conventional,128.00,122.00,132.50,116.00,1.11,0.00,85.501,2305.784,29.87,0,,1/28/2024 5:30:04 PM,0
,Mixed / non conventional,128.00,122.00,116.00,134.00,1.05,0.00,-64.325,2305.784,-37.70,0,,1/28/2024 5:30:04 PM,0
,Mixed / non conventional,129.00,123.00,126.00,124.50,0.75,0.00,120.572,2279.217,14.14,0,,1/28/2024 5:30:06 PM,0
,Mixed / non conventional,129.00,123.00,124.50,127.50,0.70,0.00,-226.060,2279.217,-7.07,0,,1/28/2024 5:30:06 PM,0
,Mixed / non conventional,129.00,123.00,127.50,121.50,0.70,0.00,246.923,2279.217,6.43,0,,1/28/2024 5:30:06 PM,0
,Mixed / non conventional,129.00,123.00,121.50,130.50,0.74,0.00,-286.423,2279.217,-5.89,0,,1/28/2024 5:30:06 PM,0
,Mixed / non conventional,129.00,123.00,130.50,120.00,0.82,0.00,224.630,2279.217,8.32,0,,1/28/2024 5:30:06 PM,0
,Mixed / non conventional,129.00,123.00,120.00,132.00,1.02,0.00,-164.698,2279.217,-14.14,0,,1/28/2024 5:30:06 PM,0
,Mixed / non conventional,129.00,123.00,132.00,118.50,1.11,0.00,140.303,2279.217,17.99,0,,1/28/2024 5:30:06 PM,0
,Mixed / non conventional,129.00,123.00,118.50,133.50,1.06,0.00,-98.004,2279.217,-24.74,0,,1/28/2024 5:30:06 PM,0
,Mixed / non conventional,129.00,123.00,133.50,117.00,1.38,0.00,105.524,2279.217,29.87,0,,1/28/2024 5:30:06 PM,0
,Mixed / non conventional,129.00,123.00,117.00,135.00,1.41,0.00,-85.495,2279.217,-37.70,0,,1/28/2024 5:30:06 PM,0
,Mixed / non conventional,130.00,124.00,127.00,125.50,0.77,0.00,123.648,2276.392,14.14,0,,1/28/2024 5:30:08 PM,0
,Mixed / non conventional,130.00,124.00,125.50,128.50,0.73,0.00,-236.526,2276.392,-7.07,0,,1/28/2024 5:30:08 PM,0
,Mixed / non conventional,130.00,124.00,128.50,122.50,0.72,0.00,255.152,2276.392,6.43,0,,1/28/2024 5:30:08 PM,0
,Mixed / non conventional,130.00,124.00,122.50,131.50,0.76,0.00,-293.273,2276.392,-5.89,0,,1/28/2024 5:30:08 PM,0
,Mixed / non conventional,130.00,124.00,131.50,121.00,0.85,0.00,231.661,2276.392,8.32,0,,1/28/2024 5:30:08 PM,0
,Mixed / non conventional,130.00,124.00,121.00,133.00,1.01,0.00,-163.415,2276.392,-14.14,0,,1/28/2024 5:30:08 PM,0
,Mixed / non conventional,130.00,124.00,133.00,119.50,1.10,0.00,138.743,2276.392,17.99,0,,1/28/2024 5:30:08 PM,0
,Mixed / non conventional,130.00,124.00,119.50,134.50,1.09,0.00,-100.484,2276.392,-24.74,0,,1/28/2024 5:30:08 PM,0
,Mixed / non conventional,130.00,124.00,134.50,118.00,1.15,0.00,87.800,2276.392,29.87,0,,1/28/2024 5:30:08 PM,0
,Mixed / non conventional,130.00,124.00,118.00,136.00,1.15,0.00,-69.257,2276.392,-37.70,0,,1/28/2024 5:30:08 PM,0
,Mixed / non conventional,131.00,125.00,128.00,126.50,0.73,0.00,122.590,2389.439,14.14,0,,1/28/2024 5:30:11 PM,0
,Mixed / non conventional,131.00,125.00,126.50,129.50,0.70,0.00,-234.971,2389.439,-7.07,0,,1/28/2024 5:30:11 PM,0
,Mixed / non conventional,131.00,125.00,129.50,123.50,0.69,0.00,255.739,2389.439,6.43,0,,1/28/2024 5:30:11 PM,0
,Mixed / non conventional,131.00,125.00,123.50,132.50,0.71,0.00,-286.443,2389.439,-5.89,0,,1/28/2024 5:30:11 PM,0
,Mixed / non conventional,131.00,125.00,132.50,122.00,0.78,0.00,224.353,2389.439,8.32,0,,1/28/2024 5:30:11 PM,0
,Mixed / non conventional,131.00,125.00,122.00,134.00,1.00,0.00,-168.338,2389.439,-14.14,0,,1/28/2024 5:30:11 PM,0
